商品ID,标题,价格,参数信息,评论数,好评度,热点评论词
51382044952,华为畅享9 手机 幻夜黑 全网通 4GB+128G,969,"华为畅享9 手机 幻夜黑 全网通 4GB+128G,51382044952,300.00g,4GB,128GB,不支持存储卡,其他,其他,水滴屏，其他,4000mAh（典型值）,5V/2A,黑色,人脸识别,其他",600,97,"完美运行,清晰度高,内存充足,"
44946742970,【6+64G版本春节正常发货】荣耀20i手机 渐变蓝 6G+64G全网通,969.8,"华为（HUAWEI）荣耀20i,44946742970,100.00g,中国大陆,6GB,其它存储,其它存储卡,2400万像素,3200万像素,后置三摄,其他,以官方实际参数为准,5V/2A,蓝色,超高屏占比,≥90%,其他,超大字体,小于12 W,智能机(老龄模式)",10000,98,"清晰度高,反应超快,漂亮大方,使用舒适,内存充足,音质上乘,持久耐用,功能齐全,拍照功能强,新颖别致,"
54597259320,华为（HUAWEI） nova2 plus NOVA2plus 全网通4G手机 曜石黑 全网通 4GB+128G,978,"华为（HUAWEI） nova2 plus NOVA2plus 全网通4G手机 曜石黑 全网通 4GB+128G,54597259320,290.00g,4GB,其它存储,其它存储卡,其他,其他,其他,3340mAh(典型值),其他,黑色,其他",100,96,nan
51853883125,华为(HUAWEI)畅享 9S 移动4G+全网通 移动联通电信4G 全面屏智能手机 幻夜黑 (4G RAM+128G ROM),979,"华为（HUAWEI）畅享 9S,51853883125,365.00g,4GB,128GB,其它存储卡,2400万像素,800万像素,水滴屏,3400（典型值）,5V/2A,黑色,人脸识别,移动4G+",2000,96,"完美运行,清晰度高,内存充足,颜色绚丽,声音洪亮,色彩饱满,待机给力,"
45867426491,华为（HUAWEI）荣耀20i 全网通4G移动联通电信4G全面屏广角三摄智能手机双卡双待 幻夜黑 (6GB+64GB),979,"华为（HUAWEI）荣耀20i 全网通4G移动联通电信4G全面屏广角三摄智能手机双卡双待 幻夜黑 (6GB+64GB),45867426491,400.00g,其它存储,其它存储卡,2400万像素,3200万像素,其他,3400mAh（典型值） 3320mAh（最小值）,5V/2A,其他",1100,97,"颜色绚丽,流畅至极,清晰度高,毫无卡顿,触感舒适,运行流畅,"
44168135089,华为畅享9s手机 幻夜黑 6+64G 全网通,979,"华为畅享9s手机 幻夜黑 6+64G 全网通,44168135089,1.0kg,6GB,128GB,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,黑色,其他",3900,98,"反应超快,清晰度高,漂亮大方,内存充足,颜色绚丽,待机给力,性能一流,清晰无杂音,手感一流,像素一流,"
45649950743,荣耀20i 手机 【碎屏险】 渐变蓝 全网通(6+64G),979,"荣耀20i 手机 【碎屏险】 渐变蓝 全网通(6+64G),45649950743,164.00g,其它存储,其它存储卡,2400万像素,3200万像素,其他,以官网信息为准,其他,其他",400,97,"完美运行,画质感人,功能强大,内存充足,"
54738691247,荣耀20i华为手机 3200万AI智能美拍 超广角三摄 渐变蓝 全网通(6G+64GB),979,"荣耀20i华为手机 3200万AI智能美拍 超广角三摄 渐变蓝 全网通(6G+64GB),54738691247,100.00g,其它内存,其它存储,不支持存储卡,2400万像素,3200万像素,其他,3400mAh(典型值) 3320mAh(小值),5V/2A,其他,其他",700,97,"颜色绚丽,流畅至极,清晰度高,声音洪亮,"
64631640669,华为 畅享8plus全网通4G智能手机 黑色 4+128G,979,"华为 畅享8plus全网通4G智能手机 黑色 4+128G,64631640669,300.00g,其他,4GB,其它存储,支持MicroSD(TF),后置双摄,1300万像素,1600万像素,其他英寸,全高清FHD+,其它屏幕比例,其他,4000,其他,黑色,Android(安卓)",10,75,nan
54599366979,华为（HUAWEI）荣耀畅玩8c 全网通4G 智能老人手机 双卡双待 幻影蓝 4G+64G,979,"华为（HUAWEI）荣耀畅玩8c 全网通4G 智能老人手机 双卡双待 幻影蓝 4G+64G,54599366979,0.6kg,其他,4GB,其它存储,其它存储卡,后置双摄,1300万像素,800万像素,6.26英寸,其它分辨率,其它屏幕比例,刘海屏,4000mAh（典型值） 3900mAh（最小值）,5V/2A,蓝色,人脸识别,Android(安卓)",100,100,nan
29831028809,华为（HUAWEI） 华为Mate8 双卡双待4G手机 全网通4G手机 智能手机 大屏安卓手机老年机 电信灰4G（3+32）,979,"华为（HUAWEI）华为 Mate8,29831028809,500.00g,其它内存,32GB,支持MicroSD(TF),1600万像素,800万像素,其他,4000,9V/2A,白色,其他",300,98,nan
44084992631,华为畅享9S 手机 幻夜黑 全网通(4+128G),979,"华为畅享9S 手机 幻夜黑 全网通(4+128G),44084992631,360.00g,其它存储,其它存储卡,2400万像素,800万像素,其他,以官网信息为准,其他,其他",40,90,nan
44880206259,华为(HUAWEI)畅享 9S 全网通版移动联通电信4G 2400万超广角三摄珍珠屏智能手机 幻夜黑 (4G RAM+128G ROM),988,"华为（HUAWEI）畅享 9S,44880206259,360.00g,其它存储,支持MicroSD(TF),2400万像素,800万像素,水滴屏,3400（典型值）,5V/2A,其他,人脸识别，快速充电,移动4G+",1800,98,"清晰度高,完美运行,功能齐全,反应超快,颜色绚丽,待机给力,舒适性强,新颖别致,"
48939183097,华为（HUAWEI） 畅享8 手机 全面屏三卡槽通移动联通电信4G指纹识别 黑色 全网通4+64GB,988,"华为（HUAWEI）畅享8,48939183097,1.0kg,其他,4GB,其它存储,支持MicroSD(TF),后置双摄,1300万像素,800万像素,后置双摄,5.99英寸,标清SD,18:9,其他,3000mAh,5V/1A,粉色,人脸识别,<90%,Android(安卓),小于12 W",50,81,nan
59429093868,华为畅享9 手机 极光蓝 全网通(4G+128G),988,"华为（HUAWEI）华为畅享9,59429093868,200.00g,中国大陆,4GB,其它存储,支持MicroSD(TF),1300万像素,800万像素,水滴屏,4000mAh（典型值）,5V/2A,蓝色,人脸识别,其他,小于12 W",10,100,nan
36097964229,【4+128G仅售999元】华为（HUAWEI）畅享9Plus 移动全网通4G手机 宝石蓝 （4GB+128GB）,988,"华为（HUAWEI）畅享9Plus,36097964229,400.00g,4GB,其它存储,其它存储卡,1300万像素,1600万像素,其他,4000mAh(典型值）,其他,蓝色",400,99,nan
54296627750,华为畅享9plus手机 移动全网通 幻夜黑 4GB+128GB,998,"华为畅享9plus手机 移动全网通 幻夜黑 4GB+128GB,54296627750,400.00g,4GB,其它存储,其它存储卡,1300万像素,1600万像素,其他,4000,其他,黑色",100,94,nan
44316972417,华为畅享9s手机全网通智能手机 珊瑚红 4G+128G,998,"华为（HUAWEI）华为畅享9S,44316972417,360.00g,4GB,其它存储,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,红色",500,97,nan
48142536601,华为（HUAWEI）畅享9 全网通4G 全面屏手机 极光紫 公开全网通（4GB运存+128GB内存）,998,"华为（HUAWEI）畅享9 全网通4G 全面屏手机 极光紫 公开全网通（4GB运存+128GB内存）,48142536601,1.0kg,64GB,其它存储卡,1300万像素,800万像素,其他,4000mAh（典型值）,5V/2A,其他",60,96,nan
1.00E+11,荣耀20i 3200万AI自拍 超广角三摄 全网通版6GB+64GB 渐变蓝 移动联通电信4G全面屏,999,"华为荣耀20i,100003060627,164.00g,中国大陆,其他,6GB,64GB,支持MicroSD(TF),后置三摄,2400万像素,3200万像素,后置三摄，后置多摄,6.21英寸,全高清FHD+,其它屏幕比例,水滴屏,3400mAh（典型值） 3320mAh（最小值）,5V/2A,渐变蓝,人脸识别，超高屏占比,其他,语音识别(文字语音互转),Android(安卓)",810000,97,"反应超快,漂亮大方,清晰度高,颜色绚丽,使用舒适,性能一流,拍摄功能强,清晰无杂音,持久耐用,空间充足,"
1.00E+11,华为 HUAWEI 畅享MAX 4GB+64GB 幻夜黑 全网通版 珍珠屏杜比全景声大电池 移动联通电信4G 双卡双待,999,"华为畅享MAX,100000745034,470.00g,中国大陆,骁龙660,4GB,64GB,支持MicroSD(TF),后置双摄,1600万像素,800万像素,后置双摄,7.12英寸,其它分辨率,其它屏幕比例,其他,5000mAh（典型值）,9V/2A,幻夜黑,Android(安卓)",150000,98,"屏幕清透细腻,真彩清晰显示屏,画质更清晰,流畅至极,超长待机时间,使用舒适,音质上乘,黑色大方,性能一流,质感俱佳,容量十足,照片清晰,"
1.00E+11,"京品手机
华为 HUAWEI 畅享9 Plus 4GB+64GB 宝石蓝 全网通 四摄超清全面屏大电池 移动联通电信4G 双卡双待",999,"华为畅享9 Plus,100000766449,398.00g,中国大陆,其他,4GB,64GB,支持MicroSD(TF),后置双摄,1300万像素,1600万像素,6.5英寸,全高清FHD+,其它屏幕比例,刘海屏,4000mAh(典型值）,5V/2A,宝石蓝,小于12 W,Android(安卓)",620000,98,"真彩清晰显示屏,流畅至极,颜色绚丽,使用舒适,长时间待机,色彩饱满,功能齐全,声音大而洪亮,内存充足,拍摄功能强,"
1.00E+11,HUAWEI 华为畅享9 4GB+128GB 幻夜黑 高清珍珠屏 AI长续航 全网通标配版 移动联通电信4G,999,"华为畅享9,100005160060,382.00g,中国大陆,其他,4GB,128GB,支持MicroSD(TF),后置双摄,1300万像素,800万像素,6.26英寸,高清HD+,其它屏幕比例,水滴屏,4000mAh（典型值）,5V/2A,幻夜黑,Android(安卓)",460000,98,"完美运行,清晰度高,待机给力,漂亮大方,内存充足,使用舒适,线条流畅,使用简便,声音清晰,拍照一流,"
57309584194,荣耀20i【至高减300】华为荣耀20i手机【荣耀直供+送碎屏保】3200万AI自拍 学生 渐变蓝 全网通 6G+64GB,999,"荣耀20i【至高减300】华为荣耀20i手机【荣耀直供+送碎屏保】3200万AI自拍 学生手机 渐变蓝 全网通 6G+64GB,57309584194,500.00g,6GB,256GB,支持MicroSD(TF),2400万像素,3200万像素,水滴屏，其他,3400mAh（典型值） 3320mAh（最小值）,5V/2A,蓝色,移动4G+，其他",200,97,"做工精湛,"
47342009888,华为畅享9手机 幻夜黑 全网通(4GB 128GB),999,"华为畅享9手机 幻夜黑 全网通(4GB 128GB),47342009888,125.00g,128GB,支持MicroSD(TF),1300万像素,800万像素,其他,4000mAh（典型值）,5V/2A,黑色",1300,97,"清晰度高,音质上乘,"
45546586909,荣耀20i 4G手机 3200万AI自拍 渐变红 全网通版(6G+64G)送好礼,999,"华为（HUAWEI）荣耀20i,45546586909,500.00g,中国大陆,6GB,128GB,支持MicroSD(TF),2400万像素,3200万像素,水滴屏,3400mAh（典型值）,5V/2A,红色,人脸识别,其他,小于12 W",200,97,"完美运行,待机给力,声音清晰,音质上乘,"
44476456707,华为畅享 9S 手机【现货速发+分期免息】 极光蓝 全网通4G+128GB,999,"华为（HUAWEI）畅享9s,44476456707,200.00g,64GB,支持MicroSD(TF),2400万像素,800万像素,景深,水滴屏,3400,5V/2A,蓝色",90,92,nan
44086969757,华为 HUAWEI 畅享9S手机 幻夜黑 4GB+128GB,999,"华为（HUAWEI）9S,44086969757,360.00g,其它存储,其它存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,黑色,人脸识别",50,100,"反应超快,"
43477785409,华为（HUAWEI） 荣耀9i 全网通移动联通电信4G全面屏手机 双卡双待 幻夜黑 4+64GB,999,"华为（HUAWEI） 荣耀9i 全网通移动联通电信4G全面屏手机 双卡双待 幻夜黑 4+64GB,43477785409,1.0kg,64GB,支持MicroSD(TF),1300万像素,1600万像素,其他,3000mAh(典型容量),5V/2A,其他,其他",300,91,"使用方便,"
52875193714,华为（HUAWEI）10青春版 【京东白条分期0首付6期免息】全网通4G手机 渐变红 白条分期(4GB+64GB),999,"华为（HUAWEI）10青春版 【京东白条分期0首付6期免息】全网通4G手机 渐变红 白条分期(4GB+64GB),52875193714,500.00g,其它内存,其它存储,其它存储卡,1300万像素,2400万像素,其他,3400mAh(典型值),其他,黑色,其他",70,100,nan
33144338886,华为（HUAWEI）荣耀8X 全面屏手机 魅海蓝 全网通(4GB 64GB),999,"华为（HUAWEI）荣耀8X 全面屏手机 魅海蓝 全网通(4GB 64GB),33144338886,250.00g,128GB,支持MicroSD(TF),2000万像素,1600万像素,刘海屏,3750mAh（典型值）,5V/2A,蓝色",600,99,"完美运行,"
54596927214,华为（HUAWEI）畅享9手机 高清珍珠屏 AI长续航 幻夜黑【全网通】 4GB+128GB,999,"华为（HUAWEI）畅享9,54596927214,370.00g,4GB,其它存储,支持MicroSD(TF),1300万像素,800万像素,其他,4000mAh（典型值）,5V/2A,黑色,人脸识别",100,98,nan
63626859049,华为畅享9手机（10天价保） 高清珍珠屏 全网通4g双卡双待 极光蓝 4GB+128GB,999,"华为（HUAWEI）畅享9,63626859049,377.00g,中国大陆,其他,4GB,128GB,其它存储卡,后置双摄,1300万像素,800万像素,6.26英寸,高清HD+,其它屏幕比例,水滴屏,4000mAh(典型值),5V/1A；5V/1.5A；5V/2A,其他,Android(安卓),其他,其他",10,100,nan
37228867911,华为手机荣耀8X【送9重好礼】全面屏双卡双待4G全网通 魅海蓝 4G+64G,999,"华为手机荣耀8X【送9重好礼】全面屏双卡双待4G全网通 魅海蓝 4G+64G,37228867911,400.00g,其它存储,支持MicroSD(TF),2000万像素,1600万像素,其他,0,5V/2A,其他,VOLTE 4G通话",100,96,nan
12175479890,华为（HUAWEI） 华为 畅享7Plus 全网通4G 移动联通电信4G双卡双待智能手机 香槟金 (4G RAM+64G ROM),999,"华为（HUAWEI）畅享7 Plus,12175479890,345.00g,4GB,其它存储,其它存储卡,其他,其他,其他,以官网为准,5V/2A,金色",1600,98,"完美运行,"
59312755807,华为（HUAWEI）荣耀20i 手机【20天价保+咨询优惠+国行原封+当天速发】 渐变红 全网通（6G+64G）,999,"华为（HUAWEI）荣耀20i 手机【20天价保+咨询优惠+国行原封+当天速发】 渐变红 全网通（6G+64G）,59312755807,500.00g,其它内存,128GB,支持MicroSD(TF),2400万像素,3200万像素,水滴屏,3400mAh（典型值）,5V/2A,红色,人脸识别,VOLTE 4G通话",10,100,nan
55445027329,华为畅享9s手机 极光蓝 全网通 4G+128G,999,"华为（HUAWEI）华为畅享9s,55445027329,200.00g,中国大陆,4GB,其它存储,不支持存储卡,2400万像素,800万像素,其他,3400（典型值）,5V/2A,其他",300,99,nan
53887779918,华为（HUAWEI） 华为畅享9手机 高清6.26英寸珍珠屏 AI长续航 幻夜黑 全网通(4G+64G),999,"华为（HUAWEI） 华为畅享9手机  高清6.26英寸珍珠屏 AI长续航 幻夜黑 全网通(4G+64G),53887779918,1.0kg,4GB,128GB,支持MicroSD(TF),1300万像素,800万像素,光学变焦,其他,4000mAh（典型值）,5V/2A,黑色",20,80,"清晰度高,待机给力,"
41202294425,华为（HUAWEI） 畅享9 【白条分期0首付6期免息】全网通4G手机 幻夜黑 白条分期 4GB+64GB,999,"华为（HUAWEI）华为畅享9,41202294425,500.00g,其它存储,其它存储卡,1300万像素,800万像素,其他,4000,5V/2A,黑色",100,100,nan
57607357845,华为荣耀20i 全网通4G手机 渐变红 6GB+64GB,999,"华为荣耀20i 全网通4G手机 渐变红 6GB+64GB,57607357845,1.0kg,其他,6GB,128GB,其它存储卡,后置三摄,2400万像素,3200万像素,6.21英寸,其它分辨率,其它屏幕比例,其他,3400mAh（典型值） 3320mAh（最小值）,5V/2A,红色,Android(安卓)",5,100,nan
57246097729,华为（HUAWEI）畅享 9e 手机 双卡双待全面珍珠屏老年老人手机 摩登黑 全网通版64G,999,"华为（HUAWEI）畅享 9e 手机 双卡双待全面珍珠屏老年老人手机 摩登黑 全网通版64G,57246097729,253.0kg,其他,其它内存,64GB,其它存储卡,后置单摄,1300万像素,800万像素,6.088英寸,其它分辨率,其它屏幕比例,其他,3020mAh(典型值),其他,其他,Android(安卓),其他,其他,超大字体",30,100,"完美运行,色彩饱满,"
57245750159,华为（HUAWEI）畅享9 手机 高清珍珠屏AI长续航全网通移动联通电信4G老人手机 幻夜黑 4G+64G,999,"华为（HUAWEI）畅享9 手机 高清珍珠屏AI长续航全网通移动联通电信4G老人手机 幻夜黑 4G+64G,57245750159,1.0kg,其它内存,其它存储,其它存储卡,1300万像素,800万像素,其他,4000,其他,其他,其他,极简桌面模式",40,100,"清晰度高,拍照一流,"
63547803185,华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏 极光蓝 (4GB 64GB),999,"华为（HUAWEI）荣耀Play3 4800万AI三摄 全网通版移动联通电信4G 双卡双待全面屏手机 极光蓝 (4GB 64GB),63547803185,365.00g,中国大陆,其他,4GB,64GB,支持MicroSD(TF),后置三摄,4800万像素,800万像素,后置三摄,6.39英寸,高清HD+,其它屏幕比例,其他,4000mAh(典型值) 3900mAh(小值),10V/2A；12V/2A；5V/1A；5V/8.8A；5V/1.5A；5V/2A；5V/3A；5V/4A；5V/4.5A；9V/2A,其他,Android(安卓),其他,其他",60,100,"待机给力,流畅至极,完美运行,反应超快,清晰度高,拍照一流,效果尚佳,质感俱佳,"
50109344601,华为（HUAWEI） 畅享9 Plus 移动4G版全网通 全面屏四摄大电池 双卡双待智能手机 极光紫 (4G RAM+128G ROM),1028,"华为（HUAWEI）畅享9 Plus,50109344601,390.00g,128GB,其它存储卡,1300万像素,1600万像素,刘海屏,4000mAh(典型值）,其他,其他,快速充电，人脸识别,移动4G+",300,98,"完美运行,毫无卡顿,待机给力,"
53833351507,荣耀8X 华为手机 全网通 (6G+64G) 魅海蓝,1049,"荣耀8X 华为手机 全网通 (6G+64G) 魅海蓝,53833351507,100.00g,其它内存,其它存储,其它存储卡,1300万像素,800万像素,后置双摄,其他,3750mAh(典型值) 3650mAh(额定值),5V/2A,其他,其他",80,93,nan
53779370844,华为畅享9手机 极光蓝 全网通（4GB+128GB）,1049,"华为畅享9手机 极光蓝 全网通（4GB+128GB）,53779370844,370.00g,3GB,32GB,支持MicroSD(TF),1300万像素,800万像素,其他,4000mAh(典型值),5V/2A,其他",100,98,nan
57004728931,华为麦芒7手机 全网通 铂光金 6GB+64GB,1058,"华为（HUAWEI） 麦芒7,57004728931,400.00g,6GB,64GB,其它存储卡,2000万像素,2400万像素,其他,3750,9V/2A,金色",500,96,nan
59466347807,华为畅享10 手机 天空之境 全网通（4+64G）,1059,"华为畅享10 手机 天空之境 全网通（4+64G）,59466347807,200.00g,其他,4GB,其它存储,支持MicroSD(TF),后置双摄,4800万像素,800万像素,6.39 英寸,全高清FHD+,其他,4000（典型值）,5V/2A,渐变色,Android(安卓)",300,99,"清晰度高,完美运行,漂亮大方,颜色绚丽,声音清晰,待机给力,手感一流,内存充足,"
51594073012,荣耀9X华为手机 全网通 魅海蓝 【4G+64G】标配版,1079,"荣耀9X华为手机 全网通 魅海蓝 【4G+64G】标配版,51594073012,400.00g,麒麟810,4GB,其它存储,支持MicroSD(TF),后置双摄,4800万像素,1600万像素,6.59英寸,其它分辨率,其它屏幕比例,其他,4000mAh（典型值）,5V/2A,蓝色,Android(安卓)",6900,97,"反应超快,清晰度高,漂亮大方,待机给力,颜色绚丽,解锁迅速,内存充足,功能齐全,像素一流,声音清晰,"
